ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Site,Metadata_Well,Metadata_Well,Metadata_experiment,Metadata_fldr,Metadata_time,Metadata_time,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_ppltobj,Parent_protrusions
1,55,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1059.0,115.0,55,1,123
1,56,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1038.7333333333333,122.35555555555555,56,1,125
1,57,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1081.625,131.64285714285714,57,1,134
1,58,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,96.264176117411608,176.63909272848565,58,2,137
1,59,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,59.80952380952381,168.42857142857142,59,2,150
1,60,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,100.36842105263158,166.73684210526315,60,2,151
1,61,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,66.0,175.5,61,2,153
1,62,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,52.46875,180.1875,62,2,155
1,63,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,46.714285714285715,184.5,63,2,157
1,64,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,68.889447236180899,198.2964824120603,64,2,158
1,65,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,81.608695652173907,218.47826086956522,65,2,165
1,66,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,62.767441860465119,222.97674418604652,66,2,168
1,67,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,54.782608695652172,226.91304347826087,67,2,169
1,68,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,47.727272727272727,229.04545454545453,68,2,172
1,69,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1015.4407894736842,340.36842105263156,69,3,234
1,70,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1029.5925925925926,337.81481481481484,70,3,237
1,71,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1049.943661971831,348.84507042253523,71,3,239
1,72,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1035.6142857142856,345.72857142857146,72,3,240
1,73,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1030.6776859504132,358.78512396694214,73,3,243
1,74,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1035.0,354.16666666666669,74,3,244
1,75,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1013.2777777777778,364.27777777777777,75,3,245
1,76,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1024.0,365.0,76,3,248
1,77,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1030.108695652174,375.41304347826087,77,3,254
1,78,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1024.0936254980079,399.38844621513942,78,3,259
1,79,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1163.4047619047619,446.25,79,4,281
1,80,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1170.9259259259259,452.59259259259261,80,4,288
1,81,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1153.7784810126582,460.48101265822783,81,4,289
1,82,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1207.1176470588234,462.58823529411762,82,4,292
1,83,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1146.0858585858587,486.15909090909093,83,4,294
1,84,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1176.5533834586465,483.08721804511276,84,4,295
1,85,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1203.4852941176471,476.29901960784315,85,4,299
1,86,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1216.6666666666667,478.125,86,4,308
1,87,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1150.75,492.8125,87,4,323
1,88,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1167.621212121212,505.18939393939394,88,4,326
1,89,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1203.9577804583837,521.02412545235222,89,5,327
1,90,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1152.1666666666667,500.0,90,4,331
1,91,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1183.9705882352941,509.14705882352939,91,4,344
1,92,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.3666666666666,509.36666666666667,92,6,346
1,93,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1054.4405940594058,526.58415841584156,93,6,355
1,94,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1159.5405405405406,521.78378378378375,94,5,356
1,95,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.7714285714285,522.54285714285709,95,6,362
1,96,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1175.875,523.33333333333337,96,5,363
1,97,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1018.3267326732673,530.20792079207922,97,6,368
1,98,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1168.2352941176471,529.0,98,5,369
1,99,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1048.9974489795918,548.6658163265306,99,6,372
1,100,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.4615384615386,530.15384615384619,100,6,374
1,101,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1059.6371308016878,543.14767932489451,101,6,375
1,102,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,106.13094083414161,563.22017458777884,102,7,378
1,103,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,161.51552795031057,548.21739130434787,103,7,380
1,104,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1004.016393442623,540.49180327868851,104,6,385
1,105,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1172.1538461538462,543.0,105,5,389
1,106,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1023.4647887323944,550.35211267605632,106,6,393
1,107,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,87.172413793103445,550.41379310344826,107,7,395
1,108,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1158.0540540540539,548.32432432432438,108,5,396
1,109,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,170.50539652745189,596.79446269357106,109,7,397
1,110,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1170.8850574712644,552.80459770114942,110,5,401
1,111,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1013.9487179487179,555.66666666666663,111,6,405
1,112,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1036.125,555.33333333333337,112,6,406
1,113,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1001.92,555.96000000000004,113,6,407
1,114,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1038.148148148148,568.74768518518522,114,6,409
1,115,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,130.51219512195121,564.51219512195121,115,7,411
1,116,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1003.5,564.5,116,6,413
1,117,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,139.94285714285715,567.91428571428571,117,7,417
1,118,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,194.84615384615384,580.02564102564099,118,7,422
1,119,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1063.8389261744967,580.80536912751677,119,6,423
1,120,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1048.2857142857142,577.14285714285711,120,6,425
1,121,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,138.50649350649351,586.98701298701303,121,7,427
1,122,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,158.21538461538461,593.39999999999998,122,7,431
1,123,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1074.0,588.28571428571433,123,6,432
1,124,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1071.6363636363637,595.09090909090912,124,6,437
1,125,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1075.1538461538462,601.71794871794873,125,6,442
1,126,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,166.0,620.28571428571433,126,7,456
1,127,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,181.25925925925927,639.66666666666663,127,7,464
1,128,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.49579831932772,647.78151260504205,128,7,466
1,129,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,864.71084337349396,737.4457831325301,129,8,508
1,130,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,826.32352941176475,740.23529411764707,130,8,510
1,131,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,848.40170940170935,757.08717948717947,131,8,519
1,132,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,857.39999999999998,748.24000000000001,132,8,521
1,133,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,885.03674540682414,774.25721784776908,133,8,528
1,134,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,811.06666666666672,762.39999999999998,134,8,535
1,135,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,854.51836734693882,775.56734693877547,135,8,538
1,136,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,876.0,764.71428571428567,136,8,539
1,137,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,810.04761904761904,771.79365079365084,137,8,541
1,138,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,831.95897435897439,778.44615384615383,138,8,545
1,139,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,858.24045801526722,798.72137404580155,139,8,552
1,140,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,835.07142857142856,791.64285714285711,140,8,554
1,141,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,842.66666666666663,788.66666666666663,141,8,555
1,142,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,874.86813186813185,807.41758241758237,142,8,562
1,143,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,865.91176470588232,805.35294117647061,143,8,564
1,144,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,268.0,885.17948717948718,144,9,620
1,145,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,305.98356164383563,918.49041095890414,145,9,626
1,146,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,277.64772727272725,911.86363636363637,146,9,632
1,147,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,260.20689655172413,919.58620689655174,147,9,635
1,148,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,290.67857142857144,924.78571428571433,148,9,639
1,149,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,286.53870967741938,940.33548387096778,149,9,644
1,150,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,253.63953488372093,932.73255813953483,150,9,646
1,151,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,232.67171717171718,945.31313131313129,151,9,651
1,152,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,254.40277777777777,943.20833333333337,152,9,652
1,153,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,335.76190476190476,945.61904761904759,153,9,654
1,154,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,308.52083333333331,947.58333333333337,154,9,657
1,155,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,278.88235294117646,945.41176470588232,155,9,658
1,156,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,323.0,947.91176470588232,156,9,659
1,157,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,350.23529411764707,948.32352941176475,157,9,660
1,158,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,269.90957446808511,955.65425531914889,158,9,662
1,159,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,312.0,954.0,159,9,665
1,160,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,305.77272727272725,960.65151515151513,160,9,666
1,161,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,236.8125,960.52083333333337,161,9,667
1,162,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,241.52173913043478,966.8608695652174,162,9,668
1,163,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,289.00468384074941,976.10070257611244,163,9,669
1,164,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,313.10000000000002,959.95000000000005,164,9,670
1,165,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,259.63934426229508,963.49180327868851,165,9,671
1,166,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.84848484848484,966.5454545454545,166,9,674
1,167,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,315.89583333333331,971.875,167,9,675
1,168,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,217.72727272727272,971.0454545454545,168,9,677
1,169,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,264.11702127659572,974.31914893617022,169,9,679
1,170,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.32142857142858,978.17857142857144,170,9,682
1,171,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,233.20833333333334,979.125,171,9,683
1,172,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,261.875,977.875,172,9,684
1,173,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,261.19191919191917,992.74747474747471,173,9,686
1,174,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,255.20833333333334,983.16666666666663,174,9,687
1,175,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,266.1875,983.0625,175,9,691
1,176,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,218.990099009901,987.32673267326732,176,9,692
1,177,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,240.38461538461539,984.38461538461536,177,9,693
1,178,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,315.94285714285712,987.65714285714284,178,9,694
1,179,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,234.5,986.5,179,9,700
1,180,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,314.90322580645159,996.45161290322585,180,9,703
1,181,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,296.87341772151899,997.10126582278485,181,9,704
1,182,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,278.81818181818181,1002.7272727272727,182,9,706
1,183,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,248.10526315789474,1000.421052631579,183,9,707
1,184,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,295.23684210526318,1006.9736842105264,184,9,710
1,185,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,247.78021978021977,1007.3516483516484,185,9,711
1,186,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,303.85714285714283,1011.1904761904761,186,9,715
1,187,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,290.68571428571431,1019.5428571428571,187,9,719
1,188,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,301.0,1019.8620689655172,188,9,720
2,1,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1008.9925373134329,211.30597014925374,1,1,109
2,2,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1044.8918604651162,237.08023255813953,2,1,113
2,3,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1006.6496815286624,227.343949044586,3,1,125
2,4,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1049.8214285714287,224.35714285714286,4,1,126
2,5,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1069.0,234.28571428571428,5,1,134
2,6,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1006.4207920792079,247.8910891089109,6,1,137
2,7,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1019.7432432432432,253.95945945945945,7,1,143
2,8,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1040.1785714285713,251.03571428571428,8,1,144
2,9,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1030.6545454545455,258.41818181818184,9,1,153
2,10,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1146.3225806451612,267.83870967741933,10,2,165
2,11,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1176.765625,279.89687500000002,11,2,167
2,12,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1124.7,271.83333333333331,12,2,168
2,13,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1144.7272727272727,275.68831168831167,13,2,170
2,14,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1157.1891891891892,272.7837837837838,14,2,172
2,15,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1112.1688311688313,277.09090909090907,15,2,174
2,16,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1131.0689655172414,282.67487684729065,16,2,176
2,17,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1170.0714285714287,288.10714285714283,17,2,182
2,18,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1158.8354430379748,299.0,18,2,183
2,19,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1164.2571428571428,293.45714285714286,19,2,187
2,20,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,185.5,321.36666666666667,20,3,200
2,21,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,187.78571428571428,331.35714285714283,21,3,204
2,22,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,178.71052631578948,335.89473684210526,22,3,210
2,23,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,778.97035573122525,368.44466403162056,23,4,211
2,24,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,786.14765100671138,344.65771812080538,24,4,212
2,25,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,169.83561643835617,343.76712328767121,25,3,213
2,26,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,172.0864040660737,370.08132147395173,26,3,215
2,27,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,180.0,343.5,27,3,216
2,28,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,796.31428571428569,353.05714285714288,28,4,225
2,29,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,793.5,363.88636363636363,29,4,227
2,30,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,194.02970297029702,363.59405940594058,30,3,229
2,31,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,203.79856115107913,375.27338129496405,31,3,231
2,32,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,778.38461538461536,371.61538461538464,32,4,233
2,33,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,151.74074074074073,373.44444444444446,33,3,234
2,34,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,192.54117647058823,380.88235294117646,34,3,235
2,35,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,159.11538461538461,374.23076923076923,35,3,237
2,36,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,769.63157894736844,380.36842105263156,36,4,239
2,37,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,797.71111111111111,384.15555555555557,37,4,242
2,38,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,186.57342657342659,392.75524475524475,38,3,243
2,39,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,790.0,384.25,39,4,245
2,40,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,183.24324324324326,402.24324324324323,40,3,254
2,41,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,167.58396946564886,409.18320610687022,41,3,256
2,42,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,803.43804034582138,425.01440922190204,42,4,258
2,43,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,190.88235294117646,407.41176470588238,43,3,260
2,44,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,162.61538461538461,420.38461538461536,44,3,274
2,45,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,212.75757575757575,500.18181818181819,45,5,318
2,46,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,202.13043478260869,505.19565217391306,46,5,321
2,47,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,181.5,511.21428571428572,47,5,327
2,48,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,194.09677419354838,514.45161290322585,48,5,331
2,49,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.45454545454547,530.41666666666663,49,5,332
2,50,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,172.17241379310346,519.89655172413791,50,5,333
2,51,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,165.81578947368422,526.34210526315792,51,5,335
2,52,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,177.20754716981133,527.15094339622647,52,5,336
2,53,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,869.0,533.12121212121212,53,6,342
2,54,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,217.33193277310923,574.75910364145659,54,5,344
2,55,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,166.0,535.5,55,5,346
2,56,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,857.98275862068965,542.55172413793105,56,6,347
2,57,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,195.25,542.25,57,5,348
2,58,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,868.85000000000002,545.7166666666667,58,6,349
2,59,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,906.79310344827582,567.40086206896547,59,6,351
2,60,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,189.5609756097561,551.29268292682923,60,5,353
2,61,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,668.41197183098586,561.42605633802816,61,7,355
2,62,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,197.88275862068966,562.89655172413791,62,5,357
2,63,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,923.98473282442751,561.52671755725191,63,6,360
2,64,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,872.5,552.8125,64,6,363
