ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Site,Metadata_Well,Metadata_Well,Metadata_experiment,Metadata_fldr,Metadata_time,Metadata_time,Location_Center_X,Location_Center_Y,Number_Object_Number,ObjectSkeleton_NumberBranchEnds_MaskedProtrusionsImage,ObjectSkeleton_NumberNonTrunkBranches_MaskedProtrusionsImage,ObjectSkeleton_NumberTrunks_MaskedProtrusionsImage,ObjectSkeleton_TotalObjectSkeletonLength_MaskedProtrusionsImage
1,27,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1028.0,99.0,27,13.0,11.0,2,163.89444583654404
1,28,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1070.0,67.0,28,3.0,2.0,1,11.071067929267883
1,29,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1081.0,66.0,29,3.0,0.0,3,6.2426406741142273
1,30,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1092.0,70.0,30,6.0,3.0,3,57.112699210643768
1,31,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,989.0,68.0,31,3.0,1.0,2,8.2426407933235168
1,32,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1001.0,69.0,32,2.0,0.0,2,2.8284270763397217
1,33,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,963.0,70.0,33,1.0,0.0,1,1.4142135381698608
1,34,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,978.0,73.0,34,2.0,0.0,2,16.656854391098022
1,35,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1108.0,73.0,35,0.0,0.0,0,0.0
1,36,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1010.0,88.0,36,4.0,2.0,2,42.455844461917877
1,37,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1063.0,73.0,37,0.0,0.0,0,3.4142136573791504
1,38,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.0,81.0,38,3.0,2.0,1,17.071068048477173
1,39,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1044.0,78.0,39,3.0,3.0,0,15.89949494600296
1,40,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,995.0,79.0,40,5.0,5.0,2,15.727921903133392
1,41,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1064.0,85.0,41,4.0,0.0,4,28.384776532649994
1,42,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1075.0,99.0,42,10.0,8.0,2,98.396970868110657
1,43,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1104.0,83.0,43,2.0,1.0,1,8.6568543314933777
1,44,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1053.0,82.0,44,0.0,0.0,0,0.0
1,45,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1003.0,87.0,45,0.0,0.0,1,0.0
1,46,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,990.0,90.0,46,1.0,0.0,1,1.4142135381698608
1,47,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.0,89.0,47,0.0,0.0,0,0.0
1,48,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1093.0,100.0,48,2.0,2.0,0,13.485281586647034
1,49,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1084.0,98.0,49,2.0,0.0,3,2.8284270763397217
1,50,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1040.0,108.0,50,0.0,0.0,0,0.0
1,51,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1070.0,115.0,51,0.0,0.0,0,0.0
1,52,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1039.0,113.0,52,0.0,0.0,1,0.0
1,53,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1047.0,116.0,53,2.0,1.0,1,4.828427255153656
1,54,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1079.0,116.0,54,0.0,0.0,0,0.0
1,55,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1059.0,115.0,55,0.0,0.0,0,0.0
1,56,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1039.0,122.0,56,3.0,0.0,3,8.6568543314933777
1,57,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1081.0,132.0,57,2.0,1.0,1,15.313708484172821
1,58,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,101.0,195.0,58,27.0,27.0,2,449.70058274269104
1,59,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,59.0,168.0,59,2.0,1.0,1,10.656854331493378
1,60,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,100.0,167.0,60,0.0,0.0,1,0.0
1,61,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,66.0,175.0,61,2.0,0.0,3,3.8284271955490112
1,62,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,52.0,179.0,62,1.0,0.0,1,6.6568542718887329
1,63,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,47.0,184.0,63,0.0,0.0,0,0.0
1,64,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,73.0,197.0,64,11.0,8.0,3,128.26702845096588
1,65,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,81.0,219.0,65,0.0,0.0,0,0.0
1,66,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,62.0,223.0,66,3.0,1.0,2,14.89949506521225
1,67,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,54.0,227.0,67,0.0,0.0,0,0.0
1,68,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,47.0,229.0,68,0.0,0.0,1,0.0
1,69,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1016.0,336.0,69,6.0,5.0,1,53.183766722679138
1,70,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1029.0,338.0,70,0.0,0.0,0,0.0
1,71,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1055.0,352.0,71,3.0,1.0,2,35.213204085826874
1,72,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1035.0,345.0,72,3.0,1.0,2,16.899495005607605
1,73,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1030.0,361.0,73,5.0,3.0,2,38.213204026222229
1,74,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1035.0,354.0,74,0.0,0.0,1,0.0
1,75,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1012.0,364.0,75,5.0,5.0,2,30.798990070819855
1,76,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1024.0,365.0,76,0.0,0.0,2,0.0
1,77,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1030.0,375.0,77,2.0,0.0,2,7.6568542718887329
1,78,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1026.0,396.0,78,12.0,12.0,2,161.58073800802231
1,79,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1162.0,445.0,79,5.0,2.0,2,26.798990249633789
1,80,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1170.0,452.0,80,1.0,0.0,1,4.828427255153656
1,81,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1153.0,459.0,81,5.0,3.0,2,44.698485434055328
1,82,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1207.0,462.0,82,0.0,0.0,1,0.0
1,83,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1142.0,490.0,83,9.0,6.0,3,113.7817468047142
1,84,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1186.0,465.0,84,19.0,23.0,2,240.14928114414215
1,85,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1201.0,476.0,85,10.0,9.0,3,67.840621173381805
1,86,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1216.0,478.0,86,0.0,0.0,0,0.0
1,87,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1150.0,493.0,87,2.0,0.0,2,2.0
1,88,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1167.0,506.0,88,6.0,4.0,2,44.870058298110962
1,89,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1216.0,526.0,89,18.0,20.0,2,242.835573554039
1,90,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1152.0,499.0,90,1.0,0.0,1,1.0
1,91,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1183.0,510.0,91,4.0,2.0,2,11.313708186149597
1,92,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.0,509.0,92,0.0,0.0,0,3.4142136573791504
1,93,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1051.0,528.0,93,6.0,4.0,2,61.769553244113922
1,94,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1160.0,521.0,94,2.0,0.0,2,15.313708603382111
1,95,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.0,522.0,95,0.0,0.0,0,3.4142136573791504
1,96,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1175.0,523.0,96,0.0,0.0,0,3.4142136573791504
1,97,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1018.0,529.0,97,2.0,0.0,2,18.313708662986755
1,98,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1169.0,529.0,98,1.0,0.0,1,4.8284271955490112
1,99,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1049.0,555.0,99,13.0,11.0,2,119.36753332614899
1,100,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1033.0,530.0,100,0.0,0.0,0,0.0
1,101,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1062.0,542.0,101,7.0,5.0,2,78.91168886423111
1,102,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,115.0,546.0,102,28.0,27.0,3,334.1614762544632
1,103,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,163.0,549.0,103,3.0,2.0,1,45.284271895885468
1,104,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1004.0,540.0,104,3.0,2.0,1,15.485281586647034
1,105,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1172.0,543.0,105,0.0,0.0,0,0.0
1,106,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1023.0,550.0,106,3.0,1.0,2,16.313708662986755
1,107,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,87.0,550.0,107,1.0,1.0,0,11.071067988872528
1,108,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1158.0,548.0,108,1.0,0.0,1,9.2426409125328064
1,109,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,147.0,597.0,109,34.0,52.0,2,720.13413643836975
1,110,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1171.0,552.0,110,3.0,2.0,1,24.556349635124207
1,111,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1014.0,555.0,111,2.0,2.0,0,8.2426408529281616
1,112,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1036.0,555.0,112,0.0,0.0,0,0.0
1,113,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1002.0,556.0,113,2.0,0.0,2,4.4142135977745056
1,114,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1042.0,570.0,114,9.0,7.0,2,137.36753398180008
1,115,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,130.0,564.0,115,3.0,0.0,3,9.4852812886238098
1,116,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1003.0,564.0,116,0.0,0.0,0,0.0
1,117,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,139.0,568.0,117,1.0,0.0,1,2.4142135977745056
1,118,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,194.0,579.0,118,3.0,1.0,4,9.0710678696632385
1,119,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1064.0,582.0,119,4.0,3.0,1,36.970562934875488
1,120,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1048.0,577.0,120,0.0,0.0,0,0.0
1,121,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,138.0,586.0,121,3.0,0.0,3,16.071067929267883
1,122,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,159.0,594.0,122,4.0,1.0,3,18.727922320365906
1,123,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1074.0,588.0,123,0.0,0.0,0,0.0
1,124,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1071.0,595.0,124,0.0,0.0,0,0.0
1,125,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,1075.0,601.0,125,0.0,0.0,0,6.8284273147583008
1,126,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,166.0,620.0,126,0.0,0.0,0,0.0
1,127,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,181.0,639.0,127,1.0,1.0,0,4.828427255153656
1,128,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.0,648.0,128,6.0,4.0,2,35.384776771068573
1,129,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,863.0,738.0,129,2.0,0.0,2,10.242640674114227
1,130,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,826.0,740.0,130,2.0,1.0,2,6.4142136573791504
1,131,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,844.0,757.0,131,15.0,17.0,2,201.72287482023239
1,132,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,857.0,748.0,132,1.0,0.0,2,1.4142135381698608
1,133,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,879.0,775.0,133,9.0,6.0,3,96.053824901580811
1,134,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,811.0,762.0,134,0.0,0.0,0,0.0
1,135,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,857.0,776.0,135,7.0,4.0,3,77.426408052444458
1,136,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,876.0,764.0,136,0.0,0.0,0,0.0
1,137,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,809.0,771.0,137,3.0,1.0,2,15.899495303630829
1,138,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,830.0,776.0,138,7.0,5.0,2,57.526912808418274
1,139,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,859.0,800.0,139,6.0,4.0,2,75.497475981712341
1,140,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,835.0,791.0,140,2.0,1.0,1,12.89949506521225
1,141,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,843.0,789.0,141,0.0,0.0,0,0.0
1,142,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,876.0,808.0,142,2.0,1.0,1,18.313708603382111
1,143,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,865.0,805.0,143,3.0,1.0,2,8.2426407933235168
1,144,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,268.0,885.0,144,4.0,3.0,1,14.071067988872528
1,145,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,309.0,914.0,145,23.0,23.0,2,250.11984407901764
1,146,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,278.0,911.0,146,2.0,1.0,1,16.899495124816895
1,147,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,260.0,920.0,147,4.0,3.0,1,24.556349337100983
1,148,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,290.0,921.0,148,4.0,3.0,1,32.798990309238434
1,149,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,287.0,944.0,149,9.0,7.0,2,101.29646623134613
1,150,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,254.0,933.0,150,4.0,1.0,3,24.213203191757202
1,151,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,233.0,941.0,151,6.0,4.0,2,56.941126108169556
1,152,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,254.0,943.0,152,4.0,3.0,1,22.485281646251678
1,153,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,332.0,948.0,153,5.0,3.0,2,28.142135798931122
1,154,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,309.0,947.0,154,2.0,0.0,2,9.2426407933235168
1,155,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,279.0,945.0,155,0.0,0.0,0,0.0
1,156,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,323.0,948.0,156,2.0,1.0,1,6.8284271359443665
1,157,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,350.0,948.0,157,2.0,1.0,1,6.828427255153656
1,158,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,269.0,953.0,158,0.0,0.0,0,0.0
1,159,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,312.0,954.0,159,0.0,0.0,0,0.0
1,160,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,304.0,960.0,160,4.0,1.0,3,14.313708543777466
1,161,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,238.0,961.0,161,2.0,0.0,2,12.071067929267883
1,162,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,240.0,967.0,162,6.0,4.0,2,29.213203310966492
1,163,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,286.0,976.0,163,12.0,10.0,3,123.53910660743713
1,164,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,313.0,960.0,164,0.0,0.0,0,0.0
1,165,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,259.0,963.0,165,3.0,1.0,2,14.485281765460968
1,166,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.0,966.0,166,1.0,1.0,0,5.4142136573791504
1,167,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,315.0,972.0,167,2.0,1.0,1,5.828427255153656
1,168,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,217.0,971.0,168,0.0,0.0,1,0.0
1,169,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,263.0,972.0,169,4.0,2.0,2,27.213203430175781
1,170,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,225.0,978.0,170,2.0,0.0,2,4.8284271955490112
1,171,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,232.0,979.0,171,0.0,0.0,0,0.0
1,172,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,261.0,977.0,172,0.0,0.0,0,0.0
1,173,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,262.0,994.0,173,8.0,8.0,2,103.46803879737854
1,174,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,255.0,983.0,174,5.0,2.0,3,11.071067929267883
1,175,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,265.0,983.0,175,1.0,0.0,1,2.4142135977745056
1,176,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,219.0,987.0,176,4.0,1.0,3,21.899495303630829
1,177,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,240.0,984.0,177,0.0,0.0,0,0.0
1,178,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,316.0,987.0,178,3.0,1.0,2,5.4142135977745056
1,179,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,234.0,986.0,179,0.0,0.0,1,0.0
1,180,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,315.0,997.0,180,5.0,4.0,1,20.89949494600296
1,181,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,297.0,997.0,181,4.0,2.0,2,21.485281586647034
1,182,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,279.0,1003.0,182,0.0,0.0,0,8.2426407933235168
1,183,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,248.0,1000.0,183,0.0,0.0,1,0.0
1,184,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,293.0,1005.0,184,3.0,1.0,2,13.071067869663239
1,185,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,247.0,1007.0,185,3.0,1.0,2,20.142135798931122
1,186,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,304.0,1011.0,186,0.0,0.0,1,0.0
1,187,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,290.0,1019.0,187,2.0,1.0,1,7.828427255153656
1,188,nan,0,0,3,3,C5,C5,170109,nan,0006,0006,301.0,1020.0,188,1.0,0.0,1,1.0
2,1,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1011.0,212.0,1,6.0,4.0,2,33.213203728199005
2,2,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1053.0,235.0,2,18.0,22.0,1,284.19091147184372
2,3,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1005.0,230.0,3,4.0,3.0,1,46.455844700336456
2,4,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1050.0,224.0,4,1.0,0.0,1,2.4142135977745056
2,5,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1069.0,234.0,5,0.0,0.0,0,0.0
2,6,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1007.0,252.0,6,5.0,4.0,1,58.597980439662933
2,7,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1023.0,255.0,7,4.0,1.0,3,18.727922081947327
2,8,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1040.0,251.0,8,2.0,0.0,2,6.2426407933235168
2,9,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1031.0,257.0,9,2.0,0.0,2,10.071067810058594
2,10,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1146.0,268.0,10,3.0,1.0,2,6.2426407933235168
2,11,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1176.0,284.0,11,12.0,12.0,2,110.5391064286232
2,12,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1124.0,272.0,12,1.0,0.0,2,4.4142136573791504
2,13,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1145.0,275.0,13,2.0,0.0,2,16.899495244026184
2,14,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1158.0,272.0,14,2.0,0.0,2,4.2426406145095825
2,15,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1112.0,277.0,15,2.0,2.0,0,20.3137087225914
2,16,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1133.0,286.0,16,5.0,3.0,2,55.183767139911652
2,17,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1170.0,288.0,17,1.0,0.0,1,2.4142135977745056
2,18,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1156.0,299.0,18,4.0,2.0,2,37.213204085826874
2,19,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1164.0,293.0,19,1.0,0.0,1,5.828427255153656
2,20,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,185.0,321.0,20,1.0,0.0,2,4.828427255153656
2,21,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,187.0,330.0,21,4.0,2.0,2,18.313708782196045
2,22,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,178.0,336.0,22,2.0,0.0,2,3.8284271359443665
2,23,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,785.0,368.0,23,16.0,14.0,2,165.8233779668808
2,24,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,789.0,343.0,24,6.0,3.0,3,45.870058298110962
2,25,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,169.0,341.0,25,2.0,0.0,2,13.071068108081818
2,26,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,181.0,369.0,26,24.0,23.0,3,269.63456267118454
2,27,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,180.0,343.0,27,0.0,0.0,0,0.0
2,28,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,797.0,352.0,28,3.0,0.0,3,7.2426407933235168
2,29,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,795.0,362.0,29,4.0,2.0,2,25.727922439575195
2,30,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.0,361.0,30,9.0,7.0,2,40.6274174451828
2,31,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,202.0,375.0,31,6.0,6.0,0,45.941125571727753
2,32,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,778.0,371.0,32,0.0,0.0,0,0.0
2,33,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,151.0,373.0,33,0.0,0.0,1,3.4142136573791504
