ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Site,Metadata_Well,Metadata_Well,Metadata_experiment,Metadata_fldr,Metadata_time,Metadata_time,Location_Center_X,Location_Center_Y,Number_Object_Number,ObjectSkeleton_NumberBranchEnds_MaskedProtrusionsImage,ObjectSkeleton_NumberNonTrunkBranches_MaskedProtrusionsImage,ObjectSkeleton_NumberTrunks_MaskedProtrusionsImage,ObjectSkeleton_TotalObjectSkeletonLength_MaskedProtrusionsImage
2,34,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,192.0,380.0,34,4.0,2.0,2,21.727922439575195
2,35,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,159.0,374.0,35,0.0,0.0,0,0.0
2,36,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,770.0,381.0,36,2.0,1.0,1,7.6568542122840881
2,37,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,797.0,384.0,37,4.0,2.0,2,13.899495244026184
2,38,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,189.0,394.0,38,6.0,4.0,2,43.455844700336456
2,39,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,790.0,384.0,39,0.0,0.0,0,0.0
2,40,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,182.0,401.0,40,2.0,0.0,2,6.2426407337188721
2,41,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,167.0,415.0,41,6.0,3.0,3,69.840621292591095
2,42,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,802.0,430.0,42,8.0,6.0,2,95.154330492019653
2,43,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,191.0,407.0,43,0.0,0.0,0,0.0
2,44,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,162.0,420.0,44,0.0,0.0,0,0.0
2,45,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,213.0,500.0,45,2.0,0.0,2,7.2426408529281616
2,46,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,201.0,505.0,46,3.0,1.0,2,7.6568542122840881
2,47,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,181.0,511.0,47,0.0,0.0,0,0.0
2,48,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.0,514.0,48,1.0,0.0,1,4.828427255153656
2,49,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,192.0,531.0,49,3.0,2.0,1,32.21320378780365
2,50,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,172.0,519.0,50,0.0,0.0,0,6.8284273147583008
2,51,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,166.0,526.0,51,2.0,0.0,2,4.4142135977745056
2,52,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,177.0,527.0,52,4.0,2.0,2,14.89949506521225
2,53,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,869.0,533.0,53,3.0,1.0,2,5.8284271955490112
2,54,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,220.0,581.0,54,21.0,15.0,4,232.3502916097641
2,55,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,166.0,535.0,55,0.0,0.0,0,0.0
2,56,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,859.0,542.0,56,3.0,2.0,1,14.899495244026184
2,57,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,195.0,542.0,57,0.0,0.0,1,0.0
2,58,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,869.0,547.0,58,3.0,1.0,3,15.485281646251678
2,59,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,914.0,561.0,59,13.0,12.0,3,146.75231069326401
2,60,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,189.0,550.0,60,3.0,1.0,2,9.071067750453949
2,61,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,665.0,566.0,61,9.0,7.0,3,89.497475981712341
2,62,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,195.0,564.0,62,5.0,3.0,2,38.6274174451828
2,63,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,927.0,558.0,63,5.0,3.0,2,39.455844759941101
2,64,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,872.0,552.0,64,1.0,0.0,3,1.4142135381698608
2,65,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,868.0,564.0,65,4.0,1.0,3,24.556349456310272
2,66,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,237.0,561.0,66,4.0,3.0,1,20.142135620117188
2,67,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,879.0,560.0,67,1.0,0.0,1,1.4142135381698608
2,68,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,856.0,562.0,68,1.0,0.0,2,2.4142135977745056
2,69,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,905.0,564.0,69,3.0,1.0,4,17.485281467437744
2,70,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,886.0,564.0,70,1.0,0.0,1,2.4142135977745056
2,71,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,896.0,577.0,71,5.0,5.0,2,78.497475922107697
2,72,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,933.0,589.0,72,5.0,3.0,2,70.840620934963226
2,73,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,876.0,567.0,73,0.0,0.0,0,0.0
2,74,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,879.0,576.0,74,7.0,6.0,1,37.698484599590302
2,75,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,664.0,582.0,75,6.0,4.0,2,66.012193918228149
2,76,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,692.0,586.0,76,7.0,5.0,2,63.597980618476868
2,77,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,167.0,580.0,77,2.0,1.0,1,13.899495005607605
2,78,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,197.0,582.0,78,4.0,2.0,2,11.071068048477173
2,79,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,176.0,583.0,79,2.0,1.0,1,8.2426408529281616
2,80,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,207.0,587.0,80,3.0,0.0,3,15.142135500907898
2,81,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,886.0,583.0,81,3.0,1.0,2,13.899494886398315
2,82,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,867.0,586.0,82,2.0,0.0,2,5.8284271955490112
2,83,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,187.0,585.0,83,1.0,1.0,1,5.4142136573791504
2,84,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,875.0,586.0,84,0.0,0.0,0,0.0
2,85,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,893.0,596.0,85,8.0,7.0,1,77.669048607349396
2,86,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,197.0,596.0,86,3.0,1.0,2,12.485281348228455
2,87,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,871.0,598.0,87,4.0,2.0,2,25.142135918140411
2,88,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,900.0,591.0,88,0.0,0.0,0,0.0
2,89,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,184.0,598.0,89,5.0,4.0,1,38.627417504787445
2,90,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,678.0,597.0,90,3.0,1.0,2,7.2426407933235168
2,91,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,669.0,609.0,91,11.0,7.0,4,111.39697164297104
2,92,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,685.0,598.0,92,2.0,0.0,2,6.8284271359443665
2,93,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,907.0,614.0,93,7.0,7.0,2,89.568543553352356
2,94,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,164.0,606.0,94,6.0,6.0,0,67.597980558872223
2,95,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,243.0,605.0,95,1.0,0.0,1,5.828427255153656
2,96,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.0,607.0,96,4.0,1.0,5,9.2426406145095825
2,97,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,645.0,608.0,97,2.0,0.0,2,3.8284270763397217
2,98,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,227.0,609.0,98,2.0,0.0,2,3.4142135977745056
2,99,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,872.0,610.0,99,3.0,1.0,2,9.6568544507026672
2,100,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,697.0,612.0,100,3.0,1.0,2,12.071067810058594
2,101,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,236.0,611.0,101,0.0,0.0,0,0.0
2,102,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,886.0,619.0,102,3.0,1.0,2,21.727922558784485
2,103,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,638.0,614.0,103,0.0,0.0,1,3.4142136573791504
2,104,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,217.0,616.0,104,3.0,0.0,3,7.2426407337188721
2,105,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,682.0,615.0,105,1.0,0.0,2,3.4142135977745056
2,106,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.0,615.0,106,1.0,0.0,2,2.8284270763397217
2,107,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,226.0,622.0,107,3.0,1.0,2,18.899495124816895
2,108,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,690.0,614.0,108,0.0,0.0,0,0.0
2,109,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,876.0,618.0,109,0.0,0.0,0,0.0
2,110,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,207.0,621.0,110,1.0,0.0,1,6.4142136573791504
2,111,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,662.0,623.0,111,5.0,5.0,0,41.041631162166595
2,112,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,894.0,621.0,112,1.0,0.0,1,6.8284273147583008
2,113,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,195.0,628.0,113,3.0,1.0,2,18.142135620117188
2,114,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,642.0,628.0,114,2.0,1.0,1,16.313708543777466
2,115,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,681.0,622.0,115,0.0,0.0,0,0.0
2,116,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,672.0,626.0,116,0.0,0.0,0,0.0
2,117,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,650.0,630.0,117,1.0,0.0,2,2.4142135977745056
2,118,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,672.0,635.0,118,4.0,2.0,2,36.798990368843079
2,119,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,660.0,634.0,119,3.0,0.0,3,5.2426407337188721
2,120,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,649.0,643.0,120,4.0,3.0,1,29.213203430175781
2,121,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,635.0,641.0,121,0.0,0.0,0,6.8284273147583008
2,122,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,661.0,643.0,122,2.0,0.0,2,4.8284270763397217
2,123,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,201.0,645.0,123,2.0,0.0,2,2.0
2,124,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,673.0,649.0,124,0.0,0.0,0,0.0
2,125,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,655.0,648.0,125,0.0,0.0,0,0.0
2,126,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,633.0,659.0,126,13.0,12.0,1,130.02438813447952
2,127,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,415.0,663.0,127,6.0,7.0,1,44.870058059692383
2,128,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,401.0,684.0,128,5.0,3.0,2,46.455844879150391
2,129,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,430.0,670.0,129,1.0,0.0,1,2.4142135977745056
2,130,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,437.0,700.0,130,10.0,10.0,2,150.68124341964722
2,131,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,420.0,676.0,131,5.0,2.0,3,37.870057642459869
2,132,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,468.0,690.0,132,10.0,9.0,3,100.88225203752518
2,133,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,429.0,681.0,133,2.0,1.0,1,11.485281467437744
2,134,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,414.0,691.0,134,7.0,5.0,2,52.526912748813629
2,135,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,385.0,695.0,135,2.0,1.0,1,36.798990607261658
2,136,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,449.0,694.0,136,0.0,0.0,0,0.0
2,137,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,402.0,705.0,137,6.0,5.0,1,38.284271359443665
2,138,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,394.0,700.0,138,0.0,0.0,1,0.0
2,139,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,454.0,703.0,139,2.0,1.0,1,11.242640852928162
2,140,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,372.0,703.0,140,2.0,0.0,2,6.8284271955490112
2,141,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1006.0,713.0,141,5.0,4.0,1,37.7989901304245
2,142,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,423.0,709.0,142,2.0,0.0,2,14.071067988872528
2,143,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,462.0,709.0,143,0.0,0.0,0,0.0
2,144,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,393.0,731.0,144,4.0,4.0,2,44.627417385578156
2,145,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,431.0,718.0,145,2.0,0.0,2,7.6568543314933777
2,146,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,414.0,726.0,146,3.0,1.0,2,28.556349515914917
2,147,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1020.0,740.0,147,5.0,3.0,2,50.870058178901672
2,148,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,436.0,724.0,148,2.0,1.0,1,8.2426406741142273
2,149,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,424.0,729.0,149,3.0,1.0,2,11.071067929267883
2,150,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,402.0,732.0,150,3.0,0.0,3,6.828427255153656
2,151,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,431.0,732.0,151,2.0,0.0,2,3.8284271359443665
2,152,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,439.0,737.0,152,1.0,0.0,2,2.4142135977745056
2,153,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,987.0,750.0,153,12.0,10.0,2,92.325902938842773
2,154,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,418.0,737.0,154,2.0,0.0,2,3.8284271955490112
2,155,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1033.0,748.0,155,4.0,2.0,2,17.071068108081818
2,156,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1006.0,754.0,156,0.0,0.0,1,0.0
2,157,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,971.0,760.0,157,7.0,5.0,2,67.4264075756073
2,158,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1023.0,757.0,158,4.0,2.0,2,24.556349337100983
2,159,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1008.0,760.0,159,2.0,0.0,2,3.8284271955490112
2,160,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,738.0,853.0,160,1.0,0.0,1,4.828427255153656
2,161,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,762.0,864.0,161,8.0,6.0,6,48.355339348316193
2,162,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,747.0,857.0,162,1.0,0.0,1,1.0
2,163,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,738.0,863.0,163,5.0,3.0,2,18.556348979473114
2,164,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,756.0,869.0,164,0.0,0.0,0,0.0
2,165,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,736.0,897.0,165,10.0,9.0,1,97.811183750629425
2,166,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,770.0,874.0,166,0.0,0.0,0,0.0
2,167,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,771.0,887.0,167,5.0,3.0,2,39.455844223499298
2,168,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,752.0,880.0,168,3.0,1.0,2,16.485281705856323
2,169,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,783.0,883.0,169,2.0,1.0,1,12.656854569911957
2,170,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,798.0,885.0,170,1.0,0.0,1,2.4142135977745056
2,171,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,791.0,886.0,171,0.0,0.0,0,0.0
2,172,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,721.0,898.0,172,6.0,7.0,1,38.384776771068573
2,173,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,759.0,886.0,173,0.0,0.0,0,0.0
2,174,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,774.0,915.0,174,13.0,12.0,1,144.68124288320541
2,175,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,754.0,893.0,175,3.0,1.0,2,12.071068048477173
2,176,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,742.0,893.0,176,0.0,0.0,0,0.0
2,177,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,775.0,897.0,177,1.0,0.0,1,1.0
2,178,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,751.0,899.0,178,1.0,0.0,1,1.4142135381698608
2,179,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,786.0,907.0,179,3.0,2.0,1,25.970562815666199
2,180,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,820.0,917.0,180,4.0,3.0,3,52.526912271976471
2,181,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,738.0,910.0,181,1.0,0.0,1,5.4142136573791504
2,182,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,804.0,920.0,182,3.0,1.0,2,22.970562994480133
2,183,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,811.0,917.0,183,0.0,0.0,0,0.0
2,184,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,794.0,918.0,184,5.0,4.0,1,17.313708782196045
2,185,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,763.0,923.0,185,5.0,2.0,3,34.556349694728851
2,186,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,812.0,932.0,186,4.0,3.0,5,23.970562636852264
2,187,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,777.0,928.0,187,1.0,0.0,2,3.8284271359443665
2,188,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,828.0,930.0,188,0.0,0.0,0,0.0
2,189,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,822.0,933.0,189,0.0,0.0,0,0.0
2,190,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,779.0,941.0,190,4.0,3.0,1,17.485281646251678
2,191,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,804.0,938.0,191,6.0,4.0,2,23.727922379970551
2,192,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,773.0,937.0,192,0.0,0.0,2,0.0
2,193,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,834.0,937.0,193,2.0,0.0,2,7.0710676908493042
2,194,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,822.0,939.0,194,1.0,0.0,2,1.0
2,195,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,762.0,940.0,195,0.0,0.0,0,0.0
2,196,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,842.0,952.0,196,9.0,11.0,2,107.36753314733505
2,197,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,787.0,961.0,197,8.0,6.0,2,81.154329597949982
2,198,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,770.0,947.0,198,0.0,0.0,0,0.0
2,199,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,812.0,948.0,199,0.0,0.0,0,0.0
2,200,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,818.0,949.0,200,1.0,0.0,1,2.0
2,201,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,824.0,960.0,201,4.0,1.0,3,17.313708662986755
2,202,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,812.0,959.0,202,2.0,0.0,2,3.0
2,203,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,804.0,972.0,203,11.0,13.0,2,101.29646527767181
2,204,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,864.0,968.0,204,2.0,0.0,2,3.4142135977745056
2,205,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,773.0,966.0,205,0.0,0.0,1,0.0
2,206,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,847.0,974.0,206,7.0,5.0,2,33.627417027950287
2,207,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,779.0,971.0,207,1.0,0.0,1,2.4142135977745056
2,208,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,824.0,971.0,208,0.0,0.0,1,0.0
2,209,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,787.0,973.0,209,0.0,0.0,0,0.0
2,210,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,831.0,979.0,210,2.0,0.0,2,12.48528128862381
2,211,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,790.0,979.0,211,0.0,0.0,0,0.0
2,212,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,840.0,982.0,212,1.0,0.0,1,4.4142136573791504
2,213,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,826.0,981.0,213,0.0,0.0,0,0.0
2,214,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,856.0,987.0,214,3.0,1.0,2,12.89949506521225
2,215,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,853.0,983.0,215,0.0,0.0,0,0.0
2,216,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,867.0,984.0,216,0.0,0.0,0,0.0
2,217,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,840.0,991.0,217,0.0,0.0,1,0.0
2,218,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,832.0,993.0,218,0.0,0.0,0,2.8284270763397217
2,219,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,850.0,1002.0,219,2.0,0.0,2,4.2426406145095825
